method,dataset,seed,bidirectional_chamfer,eps_stop,eval_eps_used,gen_chamfer,gen_manifold_dist,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_manifold_dist,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual
eikonal,2d_ellipse,173,0.020220231264829636,0.015930889174342155,0.015930889174342155,,,0.009511539712548256,0.016558237373828888,0.010708692483603954,0.01871129870414734,1024.0,4096.0,0.0,0.009923100471496582,3.982031194027513e-05,1.0,0.3595890410958904,0.008878069929778576,19.001220703125,0.024577822536230087,0.0005823893006891012
eikonal,2d_ellipse,271,0.02382633090019226,0.011907176114618778,0.011907176114618778,,,0.012190905399620533,0.044687360525131226,0.011635425500571728,0.036542534828186035,1024.0,4096.0,0.0002626740215392698,0.012650665827095509,3.0219654945540242e-05,0.9883720930232558,0.29411764705882354,0.00962471030652523,19.002197265625,0.026690242812037468,0.0005175381083972752
eikonal,2d_ellipse,509,0.02917376719415188,0.014356007799506187,0.014356007799506187,,,0.01504400372505188,0.05471830442547798,0.014129763469099998,0.04020198434591293,1024.0,4096.0,0.0,0.012568403035402298,5.774115561507642e-05,1.0,0.30392156862745096,0.012580865994095802,19.00048828125,0.03093385323882103,0.0005390773294493556
eikonal,2d_ellipse,877,0.14528018236160278,0.04173893854022026,0.04173893854022026,,,0.0355406254529953,0.14171846210956573,0.10973954945802689,0.7168489694595337,1024.0,4096.0,0.03714436248682824,0.10393114387989044,0.0002454435743857175,0.584070796460177,0.66,0.1089223101735115,19.014892578125,0.13948562741279602,0.0009548134403303266
eikonal,2d_ellipse,1123,0.10440599918365479,0.03321974724531174,0.03321974724531174,,,0.026951055973768234,0.062445018440485,0.07745493948459625,0.48029306530952454,1024.0,4096.0,0.03396029258098224,0.09439888596534729,0.00025816739071160555,0.5306859205776173,0.5485074626865671,0.07676327228546143,19.029541015625,0.11473159492015839,0.0016390783712267876
eikonal,2d_figure_eight,173,0.24150855839252472,0.3069557547569275,0.3069557547569275,,,0.09904153645038605,0.2314085215330124,0.14246702194213867,0.3449968695640564,1024.0,4096.0,0.6715001318217769,0.17131927609443665,0.013447821140289307,0.09391675560298826,0.8712871287128713,0.14218883216381073,19.024658203125,0.2397029548883438,0.02475786954164505
eikonal,2d_figure_eight,271,0.08706149458885193,0.07683790475130081,0.07683790475130081,,,0.04362499713897705,0.09025547653436661,0.04343649744987488,0.09196102619171143,1024.0,4096.0,0.14664218258132214,0.0548102892935276,0.0011621457524597645,0.31912302070645554,0.9225352112676056,0.042743511497974396,19.003662109375,0.06710335612297058,0.0030695213936269283
eikonal,2d_figure_eight,509,0.09858227521181107,0.08379226177930832,0.08379226177930832,,,0.05126481130719185,0.11077182739973068,0.04731746390461922,0.10049177706241608,1024.0,4096.0,0.17036450079239301,0.05883176624774933,0.0014367409748956561,0.28492239467849223,0.8290322580645161,0.04663589969277382,19.0,0.07915189862251282,0.0015855731908231974
eikonal,2d_figure_eight,877,0.09829814732074738,0.07996975630521774,0.07996975630521774,,,0.051673829555511475,0.12395276129245758,0.0466243177652359,0.10904766619205475,1024.0,4096.0,0.1640521137995214,0.05641642212867737,0.0012839674018323421,0.321978021978022,0.8746268656716418,0.04593614488840103,19.0,0.07657836377620697,0.001882930751889944
eikonal,2d_figure_eight,1123,0.14288771152496338,0.09889103472232819,0.09889103472232819,,,0.06402576714754105,0.2092001736164093,0.07886194437742233,0.339341402053833,1024.0,4096.0,0.2020822210357715,0.08201882988214493,0.0021887964103370905,0.29053420805998126,0.8857142857142857,0.07813148200511932,19.02001953125,0.1315028965473175,0.003167645540088415
eikonal,2d_looped_spiro,173,0.12286838889122009,0.08671604096889496,0.08671604096889496,,,0.04436248540878296,0.10036925226449966,0.07850590348243713,0.3235061764717102,1024.0,4096.0,0.09888947646747752,0.0813591405749321,0.001287473482079804,0.4165366614664587,0.8503184713375797,0.07782409340143204,19.072021484375,0.14818453788757324,0.0029595056548714638
eikonal,2d_looped_spiro,271,0.06009407341480255,0.05562487617135048,0.05562487617135048,,,0.030845124274492264,0.07178610563278198,0.029248951002955437,0.06875628978013992,1024.0,4096.0,0.02786540483701367,0.0363989993929863,0.0006196690374054015,0.6882352941176471,0.8013698630136986,0.02826273813843727,19.0,0.0868058055639267,0.0010661532869562507
eikonal,2d_looped_spiro,509,0.046609558165073395,0.04509781673550606,0.04509781673550606,,,0.02352382242679596,0.0627811923623085,0.023085733875632286,0.05633668601512909,1024.0,4096.0,0.016600790513833993,0.029521727934479713,0.0003666903357952833,0.7927631578947368,0.8006644518272426,0.021878253668546677,19.0,0.07003569602966309,0.0009323984268121421
eikonal,2d_looped_spiro,877,0.07926502823829651,0.06693124771118164,0.06693124771118164,,,0.04089196026325226,0.09753019362688065,0.03837306797504425,0.0863344818353653,1024.0,4096.0,0.051995798319327734,0.048869892954826355,0.0009116118308156729,0.5296912114014252,0.7743055555555556,0.03759101778268814,19.0,0.10821882635354996,0.0016837758012115955
eikonal,2d_looped_spiro,1123,0.0473080538213253,0.044887591153383255,0.044887591153383255,,,0.023878153413534164,0.06348705291748047,0.023429900407791138,0.06290379911661148,1024.0,4096.0,0.013910761154855643,0.02914833277463913,0.0003345622681081295,0.79296875,0.7097902097902098,0.022261718288064003,19.0,0.0710311159491539,0.000874844379723072
eikonal,2d_planar_arm_line_n2,173,0.04599408060312271,0.0294543094933033,0.0294543094933033,,,0.00835321843624115,0.020523052662611008,0.03764086216688156,0.13761408627033234,1024.0,4096.0,0.008585858585858586,0.028403522446751595,0.00025939021725207567,0.6761904761904762,0.5220588235294118,0.037101633846759796,19.05712890625,0.3576042056083679,0.014324035495519638
eikonal,2d_planar_arm_line_n2,271,0.05138375237584114,0.032397616654634476,0.032397616654634476,,,0.010960888117551804,0.03204037994146347,0.04042286425828934,0.11367896944284439,1024.0,4096.0,0.013363590519415028,0.03110942803323269,0.00027875835075974464,0.5725806451612904,0.5461538461538461,0.04009024798870087,19.06689453125,0.35771283507347107,0.01009336020797491
eikonal,2d_planar_arm_line_n2,509,0.04193226993083954,0.03148294985294342,0.03148294985294342,,,0.007332023233175278,0.019258907064795494,0.03460024669766426,0.11948822438716888,1024.0,4096.0,0.015345911949685535,0.032845139503479004,0.00022809056099504232,0.5579710144927537,0.6363636363636364,0.0341610424220562,19.0341796875,0.3603607416152954,0.011089636012911797
eikonal,2d_planar_arm_line_n2,877,0.04755987226963043,0.03510831296443939,0.03510831296443939,,,0.010296337306499481,0.021663719788193703,0.03726353496313095,0.1419811099767685,1024.0,4096.0,0.013839959738298943,0.028601624071598053,0.000293671153485775,0.5833333333333334,0.6311475409836066,0.03679921478033066,19.0703125,0.36754757165908813,0.013678198680281639
eikonal,2d_planar_arm_line_n2,1123,0.2705764174461365,0.03177667409181595,0.03177667409181595,,,0.008680702187120914,0.03029438480734825,0.26189571619033813,1.6810539960861206,1024.0,4096.0,0.021837349397590362,0.2694713771343231,0.00019895049626939,0.4528301886792453,0.6428571428571429,0.2614227533340454,19.107666015625,0.450518399477005,0.00331898289732635
eikonal,2d_sparse_sine,173,0.06275062263011932,0.02836007811129093,0.02836007811129093,,,0.03163786605000496,0.08897191286087036,0.031112752854824066,0.05853485316038132,1024.0,4096.0,0.001893939393939394,0.03393477573990822,0.00018490810180082917,0.9533333333333334,0.3575,0.029870808124542236,19.0,0.07196647673845291,0.0006990471156314015
eikonal,2d_sparse_sine,271,0.06731253862380981,0.027219165116548538,0.027219165116548538,,,0.03360632807016373,0.14214833080768585,0.03370620682835579,0.09580148011445999,1024.0,4096.0,0.0005422993492407809,0.0274523813277483,0.00015795431681908667,0.986013986013986,0.34558823529411764,0.03252653032541275,19.0,0.07179997861385345,0.0006214509485289454
eikonal,2d_sparse_sine,509,0.0615728422999382,0.029396329075098038,0.029396329075098038,,,0.031127166002988815,0.13099411129951477,0.030445678159594536,0.09081663936376572,1024.0,4096.0,0.0013412017167381974,0.03078845888376236,0.00017041851242538542,0.9652777777777778,0.37771739130434784,0.029120953753590584,19.0,0.0703464075922966,0.0006092883413657546
eikonal,2d_sparse_sine,877,0.05930019170045853,0.030086087062954903,0.030086087062954903,,,0.02660350501537323,0.09416749328374863,0.0326966866850853,0.0893695056438446,1024.0,4096.0,0.0008062348830959419,0.030685635283589363,0.00016573663742747158,0.9798657718120806,0.3893333333333333,0.03135557845234871,19.0,0.0700228214263916,0.0006799651309847832
eikonal,2d_sparse_sine,1123,0.0521654449403286,0.033561233431100845,0.033561233431100845,,,0.02209332585334778,0.059451568871736526,0.03007211908698082,0.053590767085552216,1024.0,4096.0,0.0008032128514056225,0.03809366747736931,0.00017033604672178626,0.9819277108433735,0.4515235457063712,0.02854016050696373,19.0,0.06744949519634247,0.0006891131633892655
eikonal,2d_square,173,0.037403397262096405,0.04144497588276863,0.04144497588276863,,,0.019256819039583206,0.0659373551607132,0.0181465782225132,0.05487634241580963,1024.0,4096.0,0.03553566728086339,0.026159631088376045,0.00028072998975403607,0.6437994722955145,0.8215488215488216,0.01706920936703682,19.0,0.040555208921432495,0.0007490827119909227
eikonal,2d_square,271,0.030280735343694687,0.022906385362148285,0.022906385362148285,,,0.01526886411011219,0.06382331252098083,0.015011872164905071,0.05008593946695328,1024.0,4096.0,0.007327924627060979,0.016926830634474754,0.00016415613936260343,0.8620689655172413,0.6363636363636364,0.013772551901638508,19.0,0.03421476110816002,0.0006421247962862253
eikonal,2d_square,509,0.029337313026189804,0.021744156256318092,0.021744156256318092,,,0.01479206420481205,0.06238824501633644,0.014545249752700329,0.05314575135707855,1024.0,4096.0,0.007575757575757576,0.016465310007333755,0.0001654734805924818,0.8497409326424871,0.6119402985074627,0.013275522738695145,19.0,0.03403672203421593,0.00071476842276752
eikonal,2d_square,877,0.040040742605924606,0.035177890211343765,0.035177890211343765,,,0.02083927020430565,0.08439710736274719,0.019201472401618958,0.06758369505405426,1024.0,4096.0,0.025492772667542705,0.023998618125915527,0.00030165191856212914,0.7113095238095238,0.8213058419243986,0.01801471970975399,19.0,0.0453873947262764,0.0009884217288345098
eikonal,2d_square,1123,0.029215339571237564,0.015457204543054104,0.015457204543054104,,,0.015049188397824764,0.07066988945007324,0.014166152104735374,0.058247633278369904,1024.0,4096.0,0.0052328623757195184,0.016140179708600044,0.00012112089461879805,0.8591549295774648,0.44525547445255476,0.012733089737594128,19.0,0.03270751237869263,0.0007463259389624
eikonal,3d_planar_arm_line_n3,173,0.07887528091669083,0.06810933351516724,0.06810933351516724,,,0.0071388413198292255,0.014561892487108707,0.07173644006252289,0.2535420358181,1024.0,4096.0,0.052924791086350974,0.06631217151880264,0.0010296122636646032,0.33860759493670883,0.7278911564625851,0.07136180996894836,19.15380859375,0.3530123233795166,0.028259020298719406
eikonal,3d_planar_arm_line_n3,271,0.33033183217048645,0.1524893045425415,0.1524893045425415,,,0.010384779423475266,0.025080392137169838,0.3199470639228821,1.4598362445831299,1024.0,4096.0,0.2211271165024008,0.3132469654083252,0.004038679413497448,0.11526794742163801,0.8201438848920863,0.3197556436061859,19.010009765625,0.4902229905128479,0.03555236756801605
eikonal,3d_planar_arm_line_n3,509,0.11237065494060516,0.0694320872426033,0.0694320872426033,,,0.007213480770587921,0.015469877049326897,0.10515717417001724,0.46418872475624084,1024.0,4096.0,0.05102298560242485,0.13059590756893158,0.0008847633725963533,0.3355263157894737,0.7445255474452555,0.10478359460830688,19.172607421875,0.37808507680892944,0.028719287365674973
eikonal,3d_planar_arm_line_n3,877,0.2252202183008194,0.12744349241256714,0.12744349241256714,,,0.008939162828028202,0.020069129765033722,0.21628105640411377,1.0522104501724243,1024.0,4096.0,0.13405705629891443,0.22628876566886902,0.003337050788104534,0.16901408450704225,0.8,0.2160540372133255,19.04833984375,0.42759203910827637,0.035727836191654205
eikonal,3d_planar_arm_line_n3,1123,0.27103182673454285,0.11436551809310913,0.11436551809310913,,,0.00908320676535368,0.02010648511350155,0.2619486153125763,1.3217647075653076,1024.0,4096.0,0.136986301369863,0.270097941160202,0.002791960723698139,0.1891891891891892,0.8181818181818182,0.2617267370223999,19.0107421875,0.4616919159889221,0.029659245163202286
eikonal,3d_spatial_arm_circle_n3,173,0.011656928807497025,0.010733087547123432,0.010733087547123432,,,0.004295152612030506,0.010325395502150059,0.007361776195466518,0.01592159830033779,1024.0,4096.0,0.0,0.009247724898159504,3.358066169312224e-05,1.0,0.09090909090909091,0.005643056705594063,19.0,0.06426810473203659,0.0009295628988184035
eikonal,3d_spatial_arm_circle_n3,271,0.005757244303822517,0.002327366266399622,0.002327366266399622,,,0.0015764571726322174,0.0032980304677039385,0.0041807871311903,0.011019883677363396,1024.0,4096.0,0.0,nan,1.3259457318781642e-06,nan,0.0,0.001714465906843543,19.0068359375,0.05261237174272537,0.000709857209585607
eikonal,3d_spatial_arm_circle_n3,509,0.006724559236317873,0.006365485023707151,0.006365485023707151,,,0.0020081200636923313,0.0043964385986328125,0.004716439172625542,0.01130861695855856,1024.0,4096.0,0.0,nan,6.051081527402857e-06,nan,0.0,0.0024745548143982887,19.000244140625,0.05363357439637184,0.0007496288744732738
eikonal,3d_spatial_arm_circle_n3,877,0.006538324989378452,0.004447897896170616,0.004447897896170616,,,0.001991942524909973,0.0037616665940731764,0.004546382464468479,0.011155640706419945,1024.0,4096.0,0.0,nan,4.143234036746435e-06,nan,0.0,0.0022249571047723293,19.00048828125,0.05350322276353836,0.0007332249660976231
eikonal,3d_spatial_arm_circle_n3,1123,0.007302943617105484,0.004753760062158108,0.004753760062158108,,,0.0023742273915559053,0.0041593024507164955,0.004928715992718935,0.011167861521244049,1024.0,4096.0,0.0,nan,5.783796041214373e-06,nan,0.0,0.0028046020306646824,19.00048828125,0.05385182052850723,0.0007332810782827437
eikonal,3d_spiral,173,0.06530972570180893,0.0301588736474514,0.0301588736474514,,,0.014448532834649086,0.041581861674785614,0.05086119472980499,0.37529170513153076,1024.0,4096.0,0.0002452182442373713,0.0320020355284214,0.000274400576017797,0.9333333333333333,0.7777777777777778,0.04860064759850502,19.072998046875,0.08547267317771912,0.001235269010066986
eikonal,3d_spiral,271,0.12854312360286713,0.02122868038713932,0.02122868038713932,,,0.012586994096636772,0.02674710378050804,0.1159561350941658,0.740463376045227,1024.0,4096.0,0.0004892367906066536,0.10244177281856537,9.972420957637951e-05,0.5,0.25,0.11325528472661972,19.015380859375,0.1465408205986023,0.0011156521504744887
eikonal,3d_spiral,509,0.0675395056605339,0.030546486377716064,0.030546486377716064,,,0.014145106077194214,0.04842440038919449,0.05339439958333969,0.38701120018959045,1024.0,4096.0,0.0004893564962074871,0.11373431235551834,0.00023548732860945165,0.75,0.6666666666666666,0.05097169429063797,19.111083984375,0.08788284659385681,0.0013309440109878778
eikonal,3d_spiral,877,0.0657295286655426,0.027647582814097404,0.027647582814097404,,,0.014744065701961517,0.043969396501779556,0.050985466688871384,0.3445248305797577,1024.0,4096.0,0.0007342143906020558,0.07327037304639816,0.00027103349566459656,0.6666666666666666,0.6,0.04886224865913391,19.14208984375,0.08160567283630371,0.0012877917615696788
eikonal,3d_spiral,1123,0.06603676080703735,0.02533029392361641,0.02533029392361641,,,0.015173103660345078,0.06859680265188217,0.050863660871982574,0.37730464339256287,1024.0,4096.0,0.0002446183953033268,0.026713399216532707,0.0002878109226003289,0.8333333333333334,0.625,0.04852095618844032,19.04833984375,0.0822235643863678,0.0011398287024348974
eikonal,3d_twosphere,173,0.13428263366222382,0.05654381960630417,0.05654381960630417,,,0.05367821082472801,0.11940795183181763,0.0806044265627861,0.1529998481273651,1024.0,4096.0,0.08845766129032258,0.0544966384768486,0.0010553027968853712,0.23194748358862144,0.828125,0.04356936365365982,19.0419921875,0.06892065703868866,0.0012445275206118822
eikonal,3d_twosphere,271,0.13684365153312683,0.06302718818187714,0.06302718818187714,,,0.05436686798930168,0.11716827005147934,0.08247677981853485,0.15527206659317017,1024.0,4096.0,0.09216821959204231,0.05672508105635643,0.0012158738682046533,0.21627408993576017,0.808,0.04510311782360077,19.072021484375,0.0697060376405716,0.0016873945714905858
eikonal,3d_twosphere,509,0.13498902320861816,0.06835528463125229,0.06835528463125229,,,0.053122617304325104,0.11275093257427216,0.08186640590429306,0.15374258160591125,1024.0,4096.0,0.10511721704058483,0.0585874579846859,0.0011677504517138004,0.20722433460076045,0.8449612403100775,0.044921886175870895,19.061279296875,0.0682288408279419,0.001457985956221819
eikonal,3d_twosphere,877,0.13156867027282715,0.05148385837674141,0.05148385837674141,,,0.051262017339468,0.114890918135643,0.08030664920806885,0.1541534960269928,1024.0,4096.0,0.07335518023695488,0.0533272847533226,0.0010256210807710886,0.2725,0.8449612403100775,0.04373689740896225,19.17724609375,0.06977032124996185,0.0015982616459950805
eikonal,3d_twosphere,1123,0.13373273611068726,0.04788202792406082,0.04788202792406082,,,0.052816566079854965,0.12274190038442612,0.08091616630554199,0.15520907938480377,1024.0,4096.0,0.06156156156156156,0.055021680891513824,0.0009765870636329055,0.23839009287925697,0.77,0.04402932897210121,19.0703125,0.0658380538225174,0.001056779408827424
eikonal,3d_torus_surface,173,0.16501353681087494,0.023083699867129326,0.023083699867129326,,,0.060785017907619476,0.12334165722131729,0.10422851890325546,0.20193812251091003,1024.0,4096.0,0.01749049429657795,0.05972254276275635,9.183972724713385e-05,0.5035971223021583,0.46357615894039733,0.05974347144365311,19.00537109375,0.06960953772068024,0.0005696695297956467
eikonal,3d_torus_surface,271,0.1931450068950653,0.025206325575709343,0.025206325575709343,,,0.06361090391874313,0.13465723395347595,0.12953409552574158,0.22355781495571136,1024.0,4096.0,0.02177766523170423,0.06198852136731148,0.00012904634058941156,0.4625,0.5034013605442177,0.08529415726661682,19.000732421875,0.09453974664211273,0.0006123790517449379
eikonal,3d_torus_surface,509,0.16576151549816132,0.022473890334367752,0.022473890334367752,,,0.06051373854279518,0.1217365711927414,0.10524778068065643,0.20203226804733276,1024.0,4096.0,0.01641025641025641,0.05469684302806854,9.511355892755091e-05,0.5949367088607594,0.47959183673469385,0.060088545083999634,19.00146484375,0.07139284908771515,0.0005163989844731987
eikonal,3d_torus_surface,877,0.16639798879623413,0.019517140462994576,0.019517140462994576,,,0.06145000457763672,0.13117554783821106,0.10494798421859741,0.20480015873908997,1024.0,4096.0,0.014732029464058927,0.057243283838033676,5.640910239890218e-05,0.5245901639344263,0.4025157232704403,0.05955597758293152,19.003173828125,0.06713083386421204,0.0006210989085957408
eikonal,3d_torus_surface,1123,0.2911801040172577,0.06219329684972763,0.06219329684972763,,,0.0776882916688919,0.16074220836162567,0.21349181234836578,0.8624190092086792,1024.0,4096.0,0.08873633358759217,0.13744443655014038,0.000768412253819406,0.26371308016877637,0.7668711656441718,0.17377224564552307,19.225830078125,0.21096935868263245,0.0021398761309683323
eikonal,3d_vz_2d_ellipse,173,0.0448012501001358,0.02330055460333824,0.02330055460333824,,,0.023409832268953323,0.06431896984577179,0.02139141783118248,0.05554419010877609,1024.0,4096.0,0.0004918839153959665,0.02249467559158802,0.00016209101886488497,0.8571428571428571,0.4,0.020222749561071396,19.000732421875,0.039008546620607376,0.0007442627102136612
eikonal,3d_vz_2d_ellipse,271,0.050809022039175034,0.027140861377120018,0.027140861377120018,,,0.027192372828722,0.07104244828224182,0.023616649210453033,0.055922266095876694,1024.0,4096.0,0.0009830425165888424,0.025604618713259697,0.00017643248429521918,0.7777777777777778,0.5185185185185185,0.02249148115515709,19.0,0.03902794420719147,0.0007454300648532808
eikonal,3d_vz_2d_ellipse,509,0.05615934357047081,0.03126070275902748,0.03126070275902748,,,0.030285850167274475,0.09571927785873413,0.025873493403196335,0.0683707445859909,1024.0,4096.0,0.0007358351729212656,0.02344324439764023,0.00024074476095847785,0.8,0.631578947368421,0.024848109111189842,19.0009765625,0.04337896406650543,0.0007115502958185971
eikonal,3d_vz_2d_ellipse,877,0.07725708931684494,0.04819846525788307,0.04819846525788307,,,0.041108936071395874,0.09509948641061783,0.036148153245449066,0.09204134345054626,1024.0,4096.0,0.009095378564405112,0.047600094228982925,0.00046427935012616217,0.32727272727272727,0.6428571428571429,0.035263944417238235,19.001220703125,0.05746379494667053,0.0007199077517725527
eikonal,3d_vz_2d_ellipse,1123,0.060363925993442535,0.03852088749408722,0.03852088749408722,,,0.031618308275938034,0.07530101388692856,0.02874561958014965,0.06554858386516571,1024.0,4096.0,0.0036891293654697493,0.035384900867938995,0.00031138944905251265,0.5833333333333334,0.7,0.027876704931259155,19.0,0.047330599278211594,0.000723470700904727
eikonal,6d_spatial_arm_up_n6_py,173,0.2333800196647644,0.08791816234588623,0.08791816234588623,,,0.06278076767921448,0.11102079600095749,0.17059925198554993,0.5533615946769714,1024.0,4096.0,0.00537109375,0.1359323412179947,0.002865831833332777,0.0,nan,0.1576964408159256,29.034912109375,0.33135953545570374,0.06314513087272644
eikonal,6d_spatial_arm_up_n6_py,271,0.20953691005706787,0.08616355806589127,0.08616355806589127,,,0.06371216475963593,0.11135940998792648,0.14582474529743195,0.3870803713798523,1024.0,4096.0,0.002685546875,0.09848903864622116,0.002712317742407322,0.0,nan,0.13294793665409088,29.11474609375,0.31049996614456177,0.0563722588121891
eikonal,6d_spatial_arm_up_n6_py,509,0.2072056084871292,0.08035964518785477,0.08035964518785477,,,0.06157010793685913,0.10976643115282059,0.14563550055027008,0.29944977164268494,1024.0,4096.0,0.00244140625,0.09442996978759766,0.002868229290470481,0.0,nan,0.13385280966758728,29.22216796875,0.3146322965621948,0.0538911446928978
eikonal,6d_spatial_arm_up_n6_py,877,0.24454306066036224,0.0930783748626709,0.0930783748626709,,,0.06490360200405121,0.11348885297775269,0.17963945865631104,0.731455385684967,1024.0,4096.0,0.003662109375,0.11201867461204529,0.0036886930465698242,0.0,nan,0.16707125306129456,29.00146484375,0.3386714458465576,0.07943764328956604
eikonal,6d_spatial_arm_up_n6_py,1123,0.23252512514591217,0.09887423366308212,0.09887423366308212,,,0.06620337069034576,0.11324868351221085,0.1663217544555664,0.559248149394989,1024.0,4096.0,0.005859375,0.16528283059597015,0.003273169742897153,0.0,nan,0.15281376242637634,29.09423828125,0.32599323987960815,0.062106966972351074
eikonal,6d_workspace_sine_surface_pose,173,0.2732241749763489,0.012889982201159,0.012889982201159,,,0.04459778964519501,0.08649946749210358,0.22862638533115387,0.9903785586357117,1024.0,4096.0,0.0,nan,4.0670460293767974e-05,nan,nan,0.03841705620288849,29.0,0.3006459176540375,0.0013687412720173597
eikonal,6d_workspace_sine_surface_pose,271,0.27364635467529297,0.01165853627026081,0.01165853627026081,,,0.043692685663700104,0.085020050406456,0.22995367646217346,0.9782148599624634,1024.0,4096.0,0.0,nan,3.2034538890002295e-05,nan,0.0,0.036692939698696136,29.0,0.3046354651451111,0.001278271316550672
eikonal,6d_workspace_sine_surface_pose,509,0.27240821719169617,0.011567289009690285,0.011567289009690285,,,0.04399558901786804,0.0848793014883995,0.22841262817382812,1.0126559734344482,1024.0,4096.0,0.0,0.013095859438180923,3.0072966183070093e-05,1.0,1.0,0.036189816892147064,29.0,0.30176404118537903,0.0014921321999281645
eikonal,6d_workspace_sine_surface_pose,877,0.27419036626815796,0.013189936988055706,0.013189936988055706,,,0.04469495266675949,0.09203263372182846,0.22949540615081787,0.9845195412635803,1024.0,4096.0,0.0,nan,4.0546517993789166e-05,nan,nan,0.03774796798825264,29.0,0.3056368827819824,0.0013871296541765332
eikonal,6d_workspace_sine_surface_pose,1123,0.27604883909225464,0.01485788356512785,0.01485788356512785,,,0.04394681379199028,0.08513402938842773,0.23210203647613525,0.9959332346916199,1024.0,4096.0,0.0,nan,4.84326810692437e-05,nan,0.0,0.038034722208976746,29.0,0.3000553548336029,0.0013000685721635818
vae,2d_ellipse,173,0.16534802317619324,0.13006487488746643,0.13006487488746643,0.1867000162601471,0.11381299048662186,0.07564780861139297,0.3048298954963684,0.08970022201538086,0.37422239780426025,1024.0,4096.0,0.05310199789695058,0.05768599733710289,0.003934312611818314,0.46419098143236076,0.5993150684931506,0.08915401995182037,1.0,0.5262460112571716,0.21352624893188477
vae,2d_ellipse,271,0.21468044817447662,0.13607122004032135,0.13607122004032135,0.1797194927930832,0.09521608054637909,0.08199220895767212,0.42144957184791565,0.1326882392168045,0.809673011302948,1024.0,4096.0,0.06015235093249278,0.05871254950761795,0.0033303878735750914,0.4735632183908046,0.71280276816609,0.13169346749782562,1.0,0.5876016020774841,0.2904296815395355
