dataset,method,metric,scale,n,mean,std,baseline_scale,baseline_mean,delta_vs_baseline,pct_change_vs_baseline
3d_torus_surface_traj,eikonal,proj_true_dist,0.2,7,0.5530932758535657,0.0904187620563751,0.2,0.5530932758535657,0.0,0.0
3d_torus_surface_traj,eikonal,proj_true_dist,0.5,7,0.2259280543242182,0.18843649285600783,0.2,0.5530932758535657,-0.3271652215293475,-59.151907248275094
3d_torus_surface_traj,eikonal,proj_true_dist,0.75,7,0.2052401751279831,0.16821230336028045,0.2,0.5530932758535657,-0.3478531007255826,-62.8923033260087
3d_torus_surface_traj,eikonal,proj_true_dist,1.0,7,0.0866575725376606,0.06744590549398255,0.2,0.5530932758535657,-0.4664357033159051,-84.33219561313133
3d_torus_surface_traj,eikonal,proj_true_dist,1.5,7,0.043651897992406576,0.0014933723738396576,0.2,0.5530932758535657,-0.5094413778611592,-92.10767877713928
3d_torus_surface_traj,eikonal,proj_true_dist,3.0,7,0.043651897992406576,0.0014933723738396576,0.2,0.5530932758535657,-0.5094413778611592,-92.10767877713928
3d_torus_surface_traj,eikonal,proj_manifold_dist,0.2,7,0.3342021788869585,0.04806908870183553,0.2,0.3342021788869585,0.0,0.0
3d_torus_surface_traj,eikonal,proj_manifold_dist,0.5,7,0.15644732703055655,0.12690637076795155,0.2,0.3342021788869585,-0.17775485185640197,-53.18781955533757
3d_torus_surface_traj,eikonal,proj_manifold_dist,0.75,7,0.14997368146266257,0.1217511976164183,0.2,0.3342021788869585,-0.18422849742429595,-55.12486424770137
3d_torus_surface_traj,eikonal,proj_manifold_dist,1.0,7,0.07081548656736102,0.0461638185587631,0.2,0.3342021788869585,-0.2633866923195975,-78.81058501676799
3d_torus_surface_traj,eikonal,proj_manifold_dist,1.5,7,0.04141233701791082,0.0008235165377716023,0.2,0.3342021788869585,-0.2927898418690477,-87.60859753941992
3d_torus_surface_traj,eikonal,proj_manifold_dist,3.0,7,0.04141233701791082,0.0008235165377716023,0.2,0.3342021788869585,-0.2927898418690477,-87.60859753941992
3d_torus_surface_traj,eikonal,bidirectional_chamfer,0.2,7,1.0295796649796622,0.23537822813241577,0.2,1.0295796649796622,0.0,0.0
3d_torus_surface_traj,eikonal,bidirectional_chamfer,0.5,7,0.35422622306006296,0.23185377665354515,0.2,1.0295796649796622,-0.6753534419195992,-65.59506416950647
3d_torus_surface_traj,eikonal,bidirectional_chamfer,0.75,7,0.3035875675933702,0.21018000373999154,0.2,1.0295796649796622,-0.7259920973862921,-70.51344564003534
3d_torus_surface_traj,eikonal,bidirectional_chamfer,1.0,7,0.1504295596054622,0.07205510214203921,0.2,1.0295796649796622,-0.8791501053742,-85.38922584407942
3d_torus_surface_traj,eikonal,bidirectional_chamfer,1.5,7,0.10287433969123023,0.0016673309359099221,0.2,1.0295796649796622,-0.926705325288432,-90.00812242214764
3d_torus_surface_traj,eikonal,bidirectional_chamfer,3.0,7,0.10287433969123023,0.0016673309359099221,0.2,1.0295796649796622,-0.926705325288432,-90.00812242214764
3d_torus_surface_traj,eikonal,pred_recall,0.2,7,0.02248677248677249,0.009197718276718652,0.2,0.02248677248677249,0.0,0.0
3d_torus_surface_traj,eikonal,pred_recall,0.5,7,0.27802469135802466,0.16663749173087722,0.2,0.02248677248677249,0.25553791887125216,1136.3921568627447
3d_torus_surface_traj,eikonal,pred_recall,0.75,7,0.4173544973544973,0.20624517418580238,0.2,0.02248677248677249,0.3948677248677248,1755.9999999999995
3d_torus_surface_traj,eikonal,pred_recall,1.0,7,0.6819929453262787,0.14852702630126344,0.2,0.02248677248677249,0.6595061728395063,2932.8627450980393
3d_torus_surface_traj,eikonal,pred_recall,1.5,7,0.8133862433862434,0.06617920617454617,0.2,0.02248677248677249,0.790899470899471,3517.176470588235
3d_torus_surface_traj,eikonal,pred_recall,3.0,7,0.8133862433862434,0.06617920617454617,0.2,0.02248677248677249,0.790899470899471,3517.176470588235
3d_torus_surface_traj,eikonal,pred_precision,0.2,7,0.16451590401785715,0.040216423047239706,0.2,0.16451590401785715,0.0,0.0
3d_torus_surface_traj,eikonal,pred_precision,0.5,7,0.6103864397321429,0.2513417726277695,0.2,0.16451590401785715,0.44587053571428575,271.0197159211363
3d_torus_surface_traj,eikonal,pred_precision,0.75,7,0.656005859375,0.23603415793461735,0.2,0.16451590401785715,0.49148995535714285,298.74920500317995
3d_torus_surface_traj,eikonal,pred_precision,1.0,7,0.8407156808035714,0.10868224210333452,0.2,0.16451590401785715,0.6761997767857142,411.0239559041763
3d_torus_surface_traj,eikonal,pred_precision,1.5,7,0.9163643973214286,0.004126041913798104,0.2,0.16451590401785715,0.7518484933035714,457.0065719737121
3d_torus_surface_traj,eikonal,pred_precision,3.0,7,0.9163643973214286,0.004126041913798104,0.2,0.16451590401785715,0.7518484933035714,457.0065719737121
3d_torus_surface_traj,eikonal,pred_FPrate,0.2,7,0.03100139321395596,0.009934116820112622,0.2,0.03100139321395596,0.0,0.0
3d_torus_surface_traj,eikonal,pred_FPrate,0.5,7,0.007700102100274408,0.006960687353551147,0.2,0.03100139321395596,-0.023301291113681552,-75.16207724236071
3d_torus_surface_traj,eikonal,pred_FPrate,0.75,7,0.010361680713506741,0.009443761699098628,0.2,0.03100139321395596,-0.020639712500449218,-66.57672562650441
3d_torus_surface_traj,eikonal,pred_FPrate,1.0,7,0.0034563071406781593,0.0039897028251079875,0.2,0.03100139321395596,-0.0275450860732778,-88.85112318396638
3d_torus_surface_traj,eikonal,pred_FPrate,1.5,7,0.0008882105580618947,0.0008210752806160618,0.2,0.03100139321395596,-0.030113182655894064,-97.13493341434072
3d_torus_surface_traj,eikonal,pred_FPrate,3.0,7,0.0008882105580618947,0.0008210752806160618,0.2,0.03100139321395596,-0.030113182655894064,-97.13493341434072
3d_torus_surface_traj,eikonal,train_seconds,0.2,7,5.358169501713876,1.3102921452125078,0.2,5.358169501713876,0.0,0.0
3d_torus_surface_traj,eikonal,train_seconds,0.5,7,9.191718355145506,0.23313599531236726,0.2,5.358169501713876,3.8335488534316298,71.54586752444884
3d_torus_surface_traj,eikonal,train_seconds,0.75,7,13.044869549140069,0.5821949884844574,0.2,5.358169501713876,7.686700047426193,143.45757529633036
3d_torus_surface_traj,eikonal,train_seconds,1.0,7,16.015517157419318,0.15582975504624005,0.2,5.358169501713876,10.657347655705442,198.89903916433698
3d_torus_surface_traj,eikonal,train_seconds,1.5,7,23.912292911579634,0.4553071776608826,0.2,5.358169501713876,18.55412340986576,346.2772762961492
3d_torus_surface_traj,eikonal,train_seconds,3.0,7,28.43975149457609,1.1778935293587094,0.2,5.358169501713876,23.081581992862212,430.7736436012203
6d_workspace_sine_surface_pose_traj,ecomann,proj_true_dist,0.2,7,0.681989495243345,0.23744791189599837,0.2,0.681989495243345,0.0,0.0
6d_workspace_sine_surface_pose_traj,ecomann,proj_true_dist,0.5,7,0.5087486590657916,0.025843140402852943,0.2,0.681989495243345,-0.17324083617755337,-25.402273405360624
6d_workspace_sine_surface_pose_traj,ecomann,proj_true_dist,0.75,7,0.470600106886455,0.045140702619177235,0.2,0.681989495243345,-0.21138938835688997,-30.995988916436723
6d_workspace_sine_surface_pose_traj,ecomann,proj_true_dist,1.0,7,0.49154399974005564,0.051373741939890326,0.2,0.681989495243345,-0.19044549550328932,-27.92498958291656
6d_workspace_sine_surface_pose_traj,ecomann,proj_true_dist,1.5,7,0.49219048023223877,0.036936899736860034,0.2,0.681989495243345,-0.1897990150111062,-27.830196261803536
6d_workspace_sine_surface_pose_traj,ecomann,proj_true_dist,3.0,7,0.3981698027678898,0.036647409015344856,0.2,0.681989495243345,-0.28381969247545513,-41.61643169799611
6d_workspace_sine_surface_pose_traj,ecomann,proj_manifold_dist,0.2,7,0.5262499281338283,0.224356971192494,0.2,0.5262499281338283,0.0,0.0
6d_workspace_sine_surface_pose_traj,ecomann,proj_manifold_dist,0.5,7,0.2822777032852173,0.03184122327540531,0.2,0.5262499281338283,-0.24397222484861103,-46.360524117082164
6d_workspace_sine_surface_pose_traj,ecomann,proj_manifold_dist,0.75,7,0.25541061801569803,0.0471398719632788,0.2,0.5262499281338283,-0.2708393101181303,-51.46590918854327
6d_workspace_sine_surface_pose_traj,ecomann,proj_manifold_dist,1.0,7,0.24672376258032663,0.04027530619836329,0.2,0.5262499281338283,-0.2795261655535017,-53.1166182852982
6d_workspace_sine_surface_pose_traj,ecomann,proj_manifold_dist,1.5,7,0.23415976549897874,0.029596188979704945,0.2,0.5262499281338283,-0.29209016263484955,-55.50407648902698
6d_workspace_sine_surface_pose_traj,ecomann,proj_manifold_dist,3.0,7,0.16165304609707423,0.021544126706195595,0.2,0.5262499281338283,-0.3645968820367541,-69.2820773068182
6d_workspace_sine_surface_pose_traj,ecomann,bidirectional_chamfer,0.2,7,0.8413027354649135,0.3353276656580573,0.2,0.8413027354649135,0.0,0.0
6d_workspace_sine_surface_pose_traj,ecomann,bidirectional_chamfer,0.5,7,0.48285185013498577,0.046252260697122585,0.2,0.8413027354649135,-0.35845088532992775,-42.60664683704418
6d_workspace_sine_surface_pose_traj,ecomann,bidirectional_chamfer,0.75,7,0.47246667742729187,0.06338812742077163,0.2,0.8413027354649135,-0.36883605803762165,-43.841062496224815
6d_workspace_sine_surface_pose_traj,ecomann,bidirectional_chamfer,1.0,7,0.44736645902906147,0.037690109261340796,0.2,0.8413027354649135,-0.39393627643585205,-46.82455670587572
6d_workspace_sine_surface_pose_traj,ecomann,bidirectional_chamfer,1.5,7,0.4504186936787197,0.03858107799427901,0.2,0.8413027354649135,-0.39088404178619385,-46.46175809355795
6d_workspace_sine_surface_pose_traj,ecomann,bidirectional_chamfer,3.0,7,0.38687367524419514,0.028624940199095006,0.2,0.8413027354649135,-0.4544290602207184,-54.01492721518321
6d_workspace_sine_surface_pose_traj,ecomann,pred_recall,0.2,7,0.5220226377952756,0.1768045502186844,0.2,0.5220226377952756,0.0,0.0
6d_workspace_sine_surface_pose_traj,ecomann,pred_recall,0.5,7,0.5038315523059618,0.0520154811131442,0.2,0.5220226377952756,-0.018191085489313807,-3.484731153833199
6d_workspace_sine_surface_pose_traj,ecomann,pred_recall,0.75,7,0.6538245219347582,0.056591667054854876,0.2,0.5220226377952756,0.13180188413948257,25.24830813777314
6d_workspace_sine_surface_pose_traj,ecomann,pred_recall,1.0,7,0.703669853768279,0.07550211652406774,0.2,0.5220226377952756,0.18164721597300337,34.79680818827649
6d_workspace_sine_surface_pose_traj,ecomann,pred_recall,1.5,7,0.7643419572553432,0.04436395064199952,0.2,0.5220226377952756,0.24231931946006757,46.41931248106126
6d_workspace_sine_surface_pose_traj,ecomann,pred_recall,3.0,7,0.875597581552306,0.014635996344296269,0.2,0.5220226377952756,0.35357494375703047,67.73172620450492
6d_workspace_sine_surface_pose_traj,ecomann,pred_precision,0.2,7,0.00048828125,0.0006759947805109111,0.2,0.00048828125,0.0,0.0
6d_workspace_sine_surface_pose_traj,ecomann,pred_precision,0.5,7,0.012346540178571428,0.008212779758059945,0.2,0.00048828125,0.011858258928571428,2428.5714285714284
6d_workspace_sine_surface_pose_traj,ecomann,pred_precision,0.75,7,0.014369419642857142,0.008173460315407506,0.2,0.00048828125,0.013881138392857142,2842.8571428571427
6d_workspace_sine_surface_pose_traj,ecomann,pred_precision,1.0,7,0.05364118303571429,0.013907956854916968,0.2,0.00048828125,0.05315290178571429,10885.714285714286
6d_workspace_sine_surface_pose_traj,ecomann,pred_precision,1.5,7,0.06891741071428571,0.03027924981405951,0.2,0.00048828125,0.06842912946428571,14014.285714285714
6d_workspace_sine_surface_pose_traj,ecomann,pred_precision,3.0,7,0.07899693080357142,0.02990792647155381,0.2,0.00048828125,0.07850864955357142,16078.571428571428
6d_workspace_sine_surface_pose_traj,ecomann,pred_FPrate,0.2,7,0.2079058700584744,0.2545830517530129,0.2,0.2079058700584744,0.0,0.0
6d_workspace_sine_surface_pose_traj,ecomann,pred_FPrate,0.5,7,0.018109114210480122,0.010241903388962663,0.2,0.2079058700584744,-0.1897967558479943,-91.28975328816504
6d_workspace_sine_surface_pose_traj,ecomann,pred_FPrate,0.75,7,0.018351778883953312,0.017170160777569082,0.2,0.2079058700584744,-0.1895540911745211,-91.17303475905139
6d_workspace_sine_surface_pose_traj,ecomann,pred_FPrate,1.0,7,0.007534402148376105,0.003358118158275739,0.2,0.2079058700584744,-0.2003714679100983,-96.37605126480699
6d_workspace_sine_surface_pose_traj,ecomann,pred_FPrate,1.5,7,0.005965318535192267,0.00318776729488792,0.2,0.2079058700584744,-0.20194055152328214,-97.1307599282721
6d_workspace_sine_surface_pose_traj,ecomann,pred_FPrate,3.0,7,0.0040817436740793606,0.0021046689584169674,0.2,0.2079058700584744,-0.20382412638439507,-98.0367347622598
6d_workspace_sine_surface_pose_traj,ecomann,train_seconds,0.2,7,108.8102444615714,9.960756423924819,0.2,108.8102444615714,0.0,0.0
6d_workspace_sine_surface_pose_traj,ecomann,train_seconds,0.5,7,312.62564144614487,17.979797275489684,0.2,108.8102444615714,203.81539698457345,187.31269099993162
6d_workspace_sine_surface_pose_traj,ecomann,train_seconds,0.75,7,578.4080623250005,33.00370523336681,0.2,108.8102444615714,469.5978178634291,431.57500489696747
6d_workspace_sine_surface_pose_traj,ecomann,train_seconds,1.0,7,903.7387406608656,32.10737407068994,0.2,108.8102444615714,794.9284961992942,730.5640200818036
6d_workspace_sine_surface_pose_traj,ecomann,train_seconds,1.5,7,1637.1790252080038,28.554254048732677,0.2,108.8102444615714,1528.3687807464325,1404.61846061398
6d_workspace_sine_surface_pose_traj,ecomann,train_seconds,3.0,7,6553.013744697424,4328.256752758586,0.2,108.8102444615714,6444.2035002358525,5922.423510877928
6d_workspace_sine_surface_pose_traj,eikonal,proj_true_dist,0.2,7,0.33758666259901865,0.03489713009564611,0.2,0.33758666259901865,0.0,0.0
6d_workspace_sine_surface_pose_traj,eikonal,proj_true_dist,0.5,7,0.3154984584876469,0.0050176955839633846,0.2,0.33758666259901865,-0.022088204111371745,-6.542972978055074
6d_workspace_sine_surface_pose_traj,eikonal,proj_true_dist,0.75,7,0.3180959905896868,0.019233462630906455,0.2,0.33758666259901865,-0.019490672009331855,-5.7735314124310175
6d_workspace_sine_surface_pose_traj,eikonal,proj_true_dist,1.0,7,0.3187940163271768,0.019178987311928526,0.2,0.33758666259901865,-0.01879264627184185,-5.566762065527313
6d_workspace_sine_surface_pose_traj,eikonal,proj_true_dist,1.5,7,0.32099237186568125,0.022929946924854158,0.2,0.33758666259901865,-0.016594290733337402,-4.9155646747359505
6d_workspace_sine_surface_pose_traj,eikonal,proj_true_dist,3.0,7,0.3306310943194798,0.027313816421878096,0.2,0.33758666259901865,-0.00695556827953886,-2.0603800594458317
6d_workspace_sine_surface_pose_traj,eikonal,proj_manifold_dist,0.2,7,0.1078329969729696,0.021610745551222655,0.2,0.1078329969729696,0.0,0.0
6d_workspace_sine_surface_pose_traj,eikonal,proj_manifold_dist,0.5,7,0.06130050388830049,0.008115305578217376,0.2,0.1078329969729696,-0.046532493084669106,-43.152369303371366
6d_workspace_sine_surface_pose_traj,eikonal,proj_manifold_dist,0.75,7,0.05899546508278165,0.02395925173500636,0.2,0.1078329969729696,-0.04883753189018794,-45.28996991749196
6d_workspace_sine_surface_pose_traj,eikonal,proj_manifold_dist,1.0,7,0.058085071721247265,0.016042309695994406,0.2,0.1078329969729696,-0.04974792525172233,-46.134232237088426
6d_workspace_sine_surface_pose_traj,eikonal,proj_manifold_dist,1.5,7,0.05777939249362264,0.018220381893546165,0.2,0.1078329969729696,-0.05005360447934695,-46.417706902733904
6d_workspace_sine_surface_pose_traj,eikonal,proj_manifold_dist,3.0,7,0.06458856910467148,0.02478891999039391,0.2,0.1078329969729696,-0.043244427868298116,-40.10314939047661
6d_workspace_sine_surface_pose_traj,eikonal,bidirectional_chamfer,0.2,7,0.30868264607020784,0.023844711508643736,0.2,0.30868264607020784,0.0,0.0
6d_workspace_sine_surface_pose_traj,eikonal,bidirectional_chamfer,0.5,7,0.2909877129963466,0.015238161269516071,0.2,0.30868264607020784,-0.01769493307386122,-5.732402938465359
6d_workspace_sine_surface_pose_traj,eikonal,bidirectional_chamfer,0.75,7,0.2915458253451756,0.008459018052655915,0.2,0.30868264607020784,-0.017136820725032254,-5.551598362654503
6d_workspace_sine_surface_pose_traj,eikonal,bidirectional_chamfer,1.0,7,0.28166464396885466,0.009743321564558469,0.2,0.30868264607020784,-0.02701800210135319,-8.752679311686386
6d_workspace_sine_surface_pose_traj,eikonal,bidirectional_chamfer,1.5,7,0.27621595774378094,0.007838432750594053,0.2,0.30868264607020784,-0.03246668832642691,-10.517821050115844
6d_workspace_sine_surface_pose_traj,eikonal,bidirectional_chamfer,3.0,7,0.26448131459099905,0.011853893510872638,0.2,0.30868264607020784,-0.044201331479208794,-14.319344492451801
6d_workspace_sine_surface_pose_traj,eikonal,pred_recall,0.2,7,0.12630061867266593,0.026427617567852068,0.2,0.12630061867266593,0.0,0.0
6d_workspace_sine_surface_pose_traj,eikonal,pred_recall,0.5,7,0.5224093082114736,0.12863144293895462,0.2,0.12630061867266593,0.3961086895388076,313.62371277483993
6d_workspace_sine_surface_pose_traj,eikonal,pred_recall,0.75,7,0.6206938976377953,0.09932673358687233,0.2,0.12630061867266593,0.4943932789651293,391.4416921792373
6d_workspace_sine_surface_pose_traj,eikonal,pred_recall,1.0,7,0.7541830708661418,0.06766739739914766,0.2,0.12630061867266593,0.6278824521934758,497.1333147787364
6d_workspace_sine_surface_pose_traj,eikonal,pred_recall,1.5,7,0.8171927727784027,0.05827258929731144,0.2,0.12630061867266593,0.6908921541057368,547.0219871973281
6d_workspace_sine_surface_pose_traj,eikonal,pred_recall,3.0,7,0.8815909730033746,0.017622568295640934,0.2,0.12630061867266593,0.7552903543307087,598.0100194823267
6d_workspace_sine_surface_pose_traj,eikonal,pred_precision,0.2,7,0.4508579799107143,0.04937955921501015,0.2,0.4508579799107143,0.0,0.0
6d_workspace_sine_surface_pose_traj,eikonal,pred_precision,0.5,7,0.6722935267857143,0.019557535558085305,0.2,0.4508579799107143,0.221435546875,49.11425698151156
6d_workspace_sine_surface_pose_traj,eikonal,pred_precision,0.75,7,0.7122977120535714,0.038580619736203844,0.2,0.4508579799107143,0.2614397321428571,57.987158660168625
6d_workspace_sine_surface_pose_traj,eikonal,pred_precision,1.0,7,0.7281319754464286,0.029096420189746803,0.2,0.4508579799107143,0.2772739955357143,61.499187746576936
6d_workspace_sine_surface_pose_traj,eikonal,pred_precision,1.5,7,0.7435825892857143,0.034085305621764324,0.2,0.4508579799107143,0.292724609375,64.92612361723525
6d_workspace_sine_surface_pose_traj,eikonal,pred_precision,3.0,7,0.7444196428571429,0.06079271977644608,0.2,0.4508579799107143,0.2935616629464286,65.11178154250793
6d_workspace_sine_surface_pose_traj,eikonal,pred_FPrate,0.2,7,0.0,0.0,0.2,0.0,0.0,
6d_workspace_sine_surface_pose_traj,eikonal,pred_FPrate,0.5,7,0.0,0.0,0.2,0.0,0.0,
6d_workspace_sine_surface_pose_traj,eikonal,pred_FPrate,0.75,7,0.0,0.0,0.2,0.0,0.0,
6d_workspace_sine_surface_pose_traj,eikonal,pred_FPrate,1.0,7,0.0,0.0,0.2,0.0,0.0,
6d_workspace_sine_surface_pose_traj,eikonal,pred_FPrate,1.5,7,0.0,0.0,0.2,0.0,0.0,
6d_workspace_sine_surface_pose_traj,eikonal,pred_FPrate,3.0,7,0.0,0.0,0.2,0.0,0.0,
6d_workspace_sine_surface_pose_traj,eikonal,train_seconds,0.2,7,21.456520998991827,1.4172424505197476,0.2,21.456520998991827,0.0,0.0
6d_workspace_sine_surface_pose_traj,eikonal,train_seconds,0.5,7,42.98010940585352,1.3468620856200104,0.2,21.456520998991827,21.52358840686169,100.31257354290108
6d_workspace_sine_surface_pose_traj,eikonal,train_seconds,0.75,7,62.66707666699741,1.0004854593728891,0.2,21.456520998991827,41.21055566800558,192.06541298070613
6d_workspace_sine_surface_pose_traj,eikonal,train_seconds,1.0,7,85.40573552128626,1.9216449922748278,0.2,21.456520998991827,63.94921452229443,298.04092902712046
6d_workspace_sine_surface_pose_traj,eikonal,train_seconds,1.5,7,125.083500124564,0.9322677148049253,0.2,21.456520998991827,103.62697912557218,482.9626346714888
6d_workspace_sine_surface_pose_traj,eikonal,train_seconds,3.0,7,244.47757008344135,3.0050529330725824,0.2,21.456520998991827,223.02104908444952,1039.4091805233875
